2008,NSW Swifts,🔴
2009,Melbourne Vixens,🦊
2010,NSW Swifts,🔴
2011,NSW Swifts,🔴
2012,NSW Swifts,🔴
2013,NSW Swifts,🔴
2014,Melbourne Vixens,🦊
2015,NSW Swifts,🔴
2016,NSW Swifts,🔴
2017,Melbourne Vixens,🦊
2018,Melbourne Vixens,🦊
2019,NSW Swifts,🔴
2020,Melbourne Vixens,🦊
2021,NSW Swifts,🔴
